Date,SPX,GLD,USO,SLV,EUR/USD
9/13/2010,1122,121.620003,34,20,1.29
9/14/2010,1121,124.019997,34,20,1.30
9/15/2010,1125,123.940002,33,20,1.30
9/16/2010,1125,124.629997,33,20,1.31
9/20/2010,1143,124.870003,33,20,1.31
9/21/2010,1140,126.010002,33,21,1.33
9/22/2010,1134,126.199997,33,21,1.34
9/23/2010,1125,126.300003,33,21,1.33
9/27/2010,1142,126.720001,33,21,1.34
9/28/2010,1148,127.849998,33,21,1.36
9/29/2010,1145,127.949997,34,21,1.36
9/30/2010,1141,127.910004,35,21,1.36
10-04-2010,1137,128.460007,36,22,1.37
10-05-2010,1161,130.990005,36,22,1.38
10-06-2010,1160,131.809998,36,23,1.39
10-07-2010,1158,130.369995,35,22,1.39
10-11-2010,1165,132.289993,36,23,1.39
10-12-2010,1170,131.960007,36,23,1.39
10/13/2010,1178,134.070007,36,23,1.40
10/14/2010,1174,134.75,36,24,1.41
10/18/2010,1185,134.279999,36,24,1.39
10/19/2010,1166,130.110001,35,23,1.37
10/20/2010,1178,131.320007,36,23,1.40
10/21/2010,1180,129.470001,35,23,1.39
10/25/2010,1186,130.850006,36,23,1.39
10/26/2010,1186,130.880005,36,23,1.39
10/27/2010,1182,129.520004,35,23,1.38
10/28/2010,1184,131.240005,35,23,1.38
11-01-2010,1184,131.919998,36,24,1.40
11-02-2010,1194,132.490005,36,24,1.39
11-03-2010,1198,131.570007,37,24,1.40
11-04-2010,1221,136.029999,37,26,1.41
11-05-2010,1226,136.380005,38,26,1.42
11-08-2010,1223,137.779999,38,27,1.41
11-09-2010,1213,135.589996,37,26,1.39
11-10-2010,1219,137.240005,38,27,1.38
11-11-2010,1214,137.660004,38,27,1.38
11-12-2010,1199,133.690002,36,26,1.36
11/15/2010,1198,132.419998,37,25,1.37
11/16/2010,1178,130.970001,35,25,1.36
11/17/2010,1179,130.380005,35,25,1.35
11/18/2010,1197,132.089996,36,26,1.36
11/19/2010,1200,132.199997,35,27,1.37
11/22/2010,1198,133.479996,35,27,1.37
11/23/2010,1181,134.410004,35,27,1.36
11/24/2010,1198,134.179993,36,27,1.34
11/26/2010,1189,133.110001,36,26,1.33
11/29/2010,1188,133.509995,37,27,1.32
11/30/2010,1181,135.419998,36,27,1.31
12-01-2010,1206,135.380005,37,28,1.30
12-02-2010,1222,135.199997,38,28,1.31
12-03-2010,1225,138.070007,38,29,1.32
12-06-2010,1223,139.110001,38,30,1.34
12-07-2010,1224,136.5,38,28,1.33
12-08-2010,1228,134.789993,38,28,1.32
12-09-2010,1233,135.369995,38,28,1.33
12-10-2010,1240,135.410004,38,28,1.32
12/13/2010,1240,136.050003,38,29,1.32
12/14/2010,1242,136.179993,38,29,1.34
12/15/2010,1235,134.699997,38,28,1.34
12/16/2010,1243,133.809998,38,28,1.32
12/17/2010,1244,134.199997,38,29,1.32
12/20/2010,1247,135.110001,38,29,1.32
12/21/2010,1255,135.320007,38,29,1.31
12/22/2010,1259,135.050003,39,29,1.31
12/23/2010,1257,134.660004,39,29,1.31
12/27/2010,1258,135.020004,39,29,1.31
12/28/2010,1259,137.220001,39,30,1.32
12/29/2010,1260,137.710007,39,30,1.31
12/30/2010,1258,137.029999,38,30,1.32
12/31/2010,1258,138.720001,39,30,1.33
01-03-2011,1272,138,39,30,1.34
01-04-2011,1270,134.75,38,29,1.34
01-05-2011,1277,134.369995,39,29,1.33
01-06-2011,1274,133.830002,38,28,1.32
01-07-2011,1272,133.580002,38,28,1.30
01-10-2011,1270,134.119995,38,28,1.29
01-11-2011,1274,134.910004,39,29,1.30
01-12-2011,1286,135.460007,39,29,1.30
1/13/2011,1284,134.050003,39,28,1.31
1/14/2011,1293,132.690002,39,28,1.34
1/18/2011,1295,133.429993,39,28,1.33
1/19/2011,1282,133.720001,39,28,1.34
1/20/2011,1280,131.199997,38,27,1.35
1/21/2011,1283,131.029999,38,27,1.35
1/24/2011,1291,130.360001,37,26,1.36
1/25/2011,1291,130.100006,36,26,1.36
1/26/2011,1297,131.160004,37,27,1.37
1/27/2011,1300,127.93,36,26,1.37
1/28/2011,1276,130.279999,38,27,1.37
1/31/2011,1286,129.869995,39,27,1.36
02-01-2011,1308,130.800003,38,28,1.37
02-02-2011,1304,130.449997,38,28,1.38
02-03-2011,1307,132.199997,38,28,1.38
02-04-2011,1311,131.660004,37,28,1.36
02-07-2011,1319,131.679993,37,29,1.36
02-08-2011,1325,133.139999,37,30,1.36
02-09-2011,1321,133.070007,37,30,1.36
02-10-2011,1322,132.850006,37,29,1.37
02-11-2011,1329,132.320007,36,29,1.36
2/14/2011,1332,132.949997,36,30,1.35
2/15/2011,1328,133.970001,35,30,1.35
2/16/2011,1336,134.100006,36,30,1.35
2/17/2011,1340,135.039993,36,31,1.36
2/18/2011,1343,135.410004,36,32,1.36
2/22/2011,1315,136.289993,38,32,1.37
2/23/2011,1307,137.509995,40,33,1.37
2/24/2011,1306,136.479996,39,31,1.38
2/25/2011,1320,137.380005,40,33,1.38
2/28/2011,1327,137.660004,39,33,1.37
03-01-2011,1306,140.029999,40,34,1.38
03-02-2011,1308,139.919998,41,34,1.38
03-03-2011,1331,138.089996,41,33,1.39
03-04-2011,1321,139.350006,42,35,1.40
03-07-2011,1310,139.720001,42,35,1.40
03-08-2011,1322,139.360001,42,35,1.40
03-09-2011,1320,139.410004,42,35,1.39
03-10-2011,1295,137.770004,41,34,1.39
03-11-2011,1304,138.220001,41,35,1.38
3/14/2011,1296,138.860001,41,35,1.39
3/15/2011,1282,136.270004,39,34,1.40
3/16/2011,1257,136.240005,40,33,1.40
3/17/2011,1274,136.970001,41,34,1.39
3/18/2011,1279,138.369995,41,34,1.40
3/21/2011,1298,139.139999,41,35,1.42
3/22/2011,1294,139.050003,42,36,1.42
3/23/2011,1298,140.339996,42,36,1.42
3/24/2011,1310,139.220001,42,36,1.41
3/25/2011,1314,139.259995,42,36,1.42
3/28/2011,1310,138.539993,41,36,1.41
3/29/2011,1319,138.210007,42,36,1.41
3/30/2011,1328,138.669998,42,37,1.41
3/31/2011,1326,139.860001,43,37,1.42
04-04-2011,1333,139.839996,43,38,1.42
04-05-2011,1333,142.050003,43,38,1.42
04-06-2011,1336,142.380005,43,39,1.43
04-07-2011,1334,142.509995,44,39,1.43
04-11-2011,1324,142.639999,44,39,1.44
04-12-2011,1314,141.610001,42,39,1.45
4/13/2011,1314,141.899994,43,40,1.44
4/14/2011,1315,143.809998,43,41,1.44
4/18/2011,1305,145.929993,43,42,1.42
4/19/2011,1313,145.929993,43,43,1.43
4/20/2011,1330,146.5,44,44,1.45
4/21/2011,1337,146.740005,45,46,1.46
4/25/2011,1335,146.869995,45,46,1.46
4/26/2011,1347,146.380005,44,44,1.47
4/27/2011,1356,149.199997,45,47,1.48
4/28/2011,1360,149.820007,45,47,1.48
05-02-2011,1361,150.410004,45,43,1.48
05-03-2011,1357,149.880005,44,41,1.48
05-04-2011,1347,147.729996,43,38,1.48
05-05-2011,1335,143.470001,39,34,1.45
05-09-2011,1346,147.380005,41,37,1.44
05-10-2011,1357,147.899994,41,38,1.44
05-11-2011,1342,146.539993,39,34,1.42
05-12-2011,1349,146.589996,39,33,1.42
5/16/2011,1329,145.369995,39,33,1.42
5/17/2011,1329,144.740005,39,33,1.43
5/18/2011,1341,145.600006,40,34,1.43
5/19/2011,1344,145.649994,39,34,1.43
5/23/2011,1317,147.830002,38,34,1.40
5/24/2011,1316,148.589996,39,36,1.41
5/25/2011,1320,148.580002,40,37,1.41
5/26/2011,1326,148.220001,40,37,1.41
5/31/2011,1345,149.639999,41,38,1.44
06-01-2011,1315,149.910004,40,36,1.43
06-02-2011,1313,149.5,40,35,1.45
06-06-2011,1286,150.479996,39,36,1.46
06-07-2011,1285,150.419998,39,36,1.47
06-08-2011,1280,149.809998,40,36,1.46
06-09-2011,1289,150.559998,40,37,1.45
6/13/2011,1272,147.770004,38,34,1.44
6/14/2011,1288,148.669998,39,35,1.45
6/15/2011,1265,149.119995,38,35,1.42
6/16/2011,1268,148.970001,37,35,1.42
6/20/2011,1278,150.029999,37,35,1.43
6/21/2011,1296,150.759995,37,36,1.44
6/22/2011,1287,150.990005,37,36,1.43
6/23/2011,1284,148.339996,36,34,1.43
6/27/2011,1280,145.729996,36,33,1.43
6/28/2011,1297,146.240005,36,33,1.44
6/29/2011,1307,147.179993,37,34,1.45
6/30/2011,1321,146,37,34,1.45
07-05-2011,1338,147.630005,38,35,1.44
07-06-2011,1339,148.910004,38,35,1.43
07-07-2011,1353,149.149994,39,36,1.44
07-11-2011,1319,151.589996,37,35,1.40
07-12-2011,1314,152.770004,38,35,1.40
7/13/2011,1318,154.139999,38,37,1.42
7/14/2011,1309,154.539993,38,37,1.42
7/18/2011,1305,156.570007,38,39,1.41
7/19/2011,1327,154.660004,38,38,1.42
7/20/2011,1326,156.020004,38,39,1.43
7/21/2011,1344,154.830002,39,38,1.44
7/25/2011,1337,157.339996,39,39,1.44
7/26/2011,1332,157.770004,39,40,1.45
7/27/2011,1305,157.190002,38,39,1.44
7/28/2011,1301,157.320007,38,39,1.43
08-01-2011,1287,157.720001,37,38,1.43
08-02-2011,1254,161.520004,36,40,1.42
08-03-2011,1260,161.490005,36,41,1.44
08-04-2011,1200,160.639999,34,38,1.41
08-08-2011,1119,167.119995,32,38,1.42
08-09-2011,1173,168.610001,32,36,1.44
08-10-2011,1121,174.580002,32,38,1.41
08-11-2011,1173,170.75,33,38,1.42
8/15/2011,1204,171.800003,34,39,1.44
8/16/2011,1193,173.919998,34,39,1.44
8/17/2011,1194,174.419998,34,39,1.44
8/18/2011,1141,177.720001,32,40,1.43
8/22/2011,1124,184.589996,33,43,1.44
8/23/2011,1162,177.669998,33,41,1.44
8/24/2011,1178,171.649994,33,39,1.44
8/25/2011,1159,172.360001,33,40,1.44
8/29/2011,1210,173.889999,34,40,1.45
8/30/2011,1213,179.100006,34,40,1.44
8/31/2011,1219,177.720001,35,40,1.44
09-01-2011,1204,177.869995,34,41,1.43
09-06-2011,1165,182.899994,34,41,1.40
09-07-2011,1199,177.080002,35,41,1.41
09-08-2011,1186,181.809998,34,41,1.39
09-12-2011,1162,176.669998,34,39,1.37
9/13/2011,1173,178.539993,35,40,1.37
9/14/2011,1189,177.210007,34,40,1.37
9/15/2011,1209,174.399994,35,39,1.39
9/19/2011,1204,173.309998,33,39,1.36
9/20/2011,1202,175.779999,33,39,1.37
9/21/2011,1167,173.589996,33,39,1.36
9/22/2011,1130,169.050003,31,35,1.35
9/26/2011,1163,157.580002,31,30,1.35
9/27/2011,1175,160.630005,32,31,1.36
9/28/2011,1151,156.220001,31,29,1.35
9/29/2011,1160,157.699997,32,30,1.36
10-03-2011,1099,160.960007,30,29,1.32
10-04-2011,1124,157.639999,30,29,1.33
10-05-2011,1144,159.460007,31,30,1.33
10-06-2011,1165,160.490005,32,31,1.34
10-10-2011,1195,163.270004,33,31,1.36
10-11-2011,1196,162.100006,33,31,1.36
10-12-2011,1207,163.259995,33,32,1.38
10/13/2011,1204,162.300003,33,31,1.37
10/17/2011,1201,162.619995,33,31,1.37
10/18/2011,1225,161.839996,34,31,1.37
10/19/2011,1210,159.869995,33,30,1.38
10/20/2011,1215,157.770004,33,30,1.38
10/24/2011,1254,161.020004,35,31,1.39
10/25/2011,1229,165.589996,36,32,1.39
10/26/2011,1242,167.399994,35,33,1.39
10/27/2011,1285,169.550003,36,34,1.42
10/31/2011,1253,167.339996,36,33,1.41
11-01-2011,1218,167.380005,35,32,1.39
11-02-2011,1238,169.059998,36,33,1.37
11-03-2011,1261,171.720001,36,34,1.37
11-04-2011,1253,170.850006,36,33,1.38
11-07-2011,1261,174.979996,37,34,1.38
11-08-2011,1276,173.529999,37,34,1.38
11-09-2011,1229,172.070007,37,33,1.38
11-10-2011,1240,171.139999,38,33,1.35
11-11-2011,1264,173.960007,38,34,1.36
11/14/2011,1252,173.199997,38,33,1.38
11/15/2011,1258,173.360001,38,34,1.36
11/16/2011,1237,171.509995,39,33,1.35
11/17/2011,1216,167.100006,38,31,1.34
11/18/2011,1216,167.619995,38,31,1.35
11/21/2011,1193,163.5,38,31,1.35
11/22/2011,1188,165.309998,38,32,1.35
11/23/2011,1162,164.830002,37,31,1.35
11/25/2011,1159,163.399994,37,30,1.33
11/28/2011,1193,166.630005,38,31,1.33
11/29/2011,1195,166.880005,39,31,1.33
11/30/2011,1247,170.130005,39,32,1.33
12-01-2011,1245,169.630005,39,32,1.34
12-02-2011,1244,169.820007,39,32,1.35
12-05-2011,1257,167.320007,39,31,1.34
12-06-2011,1258,168.179993,39,32,1.34
12-07-2011,1261,169.399994,39,32,1.34
12-08-2011,1234,165.979996,38,31,1.34
12-09-2011,1255,166.399994,39,31,1.33
12-12-2011,1236,161.990005,38,30,1.34
12/13/2011,1226,158.449997,39,30,1.32
12/14/2011,1212,152.889999,37,28,1.30
12/15/2011,1216,152.330002,36,28,1.30
12/16/2011,1220,155.229996,36,29,1.30
12/19/2011,1205,154.869995,36,28,1.30
12/20/2011,1241,156.979996,38,29,1.30
12/21/2011,1244,157.160004,38,29,1.31
12/22/2011,1254,156.039993,38,28,1.30
12/23/2011,1265,156.309998,38,28,1.31
12/27/2011,1265,154.910004,39,28,1.31
12/28/2011,1250,151.029999,38,26,1.31
12/29/2011,1263,150.339996,38,27,1.29
12/30/2011,1258,151.990005,38,27,1.30
01-03-2012,1277,155.919998,40,29,1.29
01-04-2012,1277,156.710007,40,28,1.31
01-05-2012,1281,157.779999,39,29,1.29
01-06-2012,1278,157.199997,39,28,1.28
01-09-2012,1281,156.5,39,28,1.27
01-10-2012,1292,158.639999,39,29,1.28
01-11-2012,1292,159.669998,39,29,1.28
01-12-2012,1296,160.380005,38,29,1.27
1/13/2012,1289,159.259995,38,29,1.28
1/17/2012,1294,160.5,39,29,1.27
1/18/2012,1308,161.600006,39,30,1.27
1/19/2012,1315,161.220001,39,30,1.29
1/20/2012,1315,162.070007,38,31,1.30
1/23/2012,1316,163.160004,38,31,1.29
1/24/2012,1315,162.009995,38,31,1.30
1/25/2012,1326,166.419998,38,32,1.30
1/26/2012,1318,167.270004,38,32,1.31
1/27/2012,1316,168.970001,38,33,1.31
1/30/2012,1313,168.029999,38,33,1.32
1/31/2012,1312,169.309998,38,32,1.31
02-01-2012,1324,169.559998,37,33,1.31
02-02-2012,1326,171.050003,37,33,1.32
02-03-2012,1345,167.639999,38,33,1.31
02-06-2012,1344,167.179993,37,33,1.31
02-07-2012,1347,169.699997,38,33,1.31
02-08-2012,1350,168.5,38,33,1.32
02-09-2012,1352,168.020004,38,33,1.32
02-10-2012,1343,167.139999,38,33,1.33
2/13/2012,1352,167.509995,39,33,1.32
2/14/2012,1351,167.119995,39,33,1.32
2/15/2012,1343,168.110001,39,32,1.31
2/16/2012,1358,168,39,33,1.31
2/17/2012,1361,167.350006,40,32,1.31
2/21/2012,1362,171.020004,41,33,1.32
2/22/2012,1358,172.940002,41,33,1.32
2/23/2012,1363,173.020004,41,34,1.33
2/24/2012,1366,172.229996,42,34,1.34
2/27/2012,1368,171.699997,41,34,1.35
2/28/2012,1372,173.490005,41,36,1.34
2/29/2012,1366,164.289993,41,34,1.35
03-01-2012,1374,166.610001,42,34,1.33
03-02-2012,1370,166.339996,41,34,1.33
03-05-2012,1364,165.649994,41,33,1.32
03-06-2012,1343,162.699997,40,32,1.32
03-07-2012,1353,163.630005,41,32,1.31
03-08-2012,1366,165.279999,41,33,1.31
03-09-2012,1371,166.380005,41,33,1.33
03-12-2012,1371,165.070007,41,33,1.31
3/13/2012,1396,162.300003,41,32,1.32
3/14/2012,1394,159.570007,40,31,1.31
3/15/2012,1403,161.080002,40,32,1.30
3/16/2012,1404,161.300003,41,32,1.31
3/19/2012,1410,161.589996,41,32,1.32
3/20/2012,1406,160.130005,40,31,1.32
3/21/2012,1403,160.210007,41,31,1.32
3/22/2012,1393,159.570007,40,31,1.32
3/23/2012,1397,161.529999,41,31,1.32
3/26/2012,1417,164.399994,41,32,1.34
3/27/2012,1413,163.240005,41,32,1.33
3/28/2012,1406,161.509995,40,31,1.33
3/29/2012,1403,161.279999,39,31,1.33
04-02-2012,1419,162.940002,40,32,1.33
04-03-2012,1413,159.889999,40,32,1.32
04-04-2012,1399,157.210007,39,30,1.31
04-05-2012,1398,158.309998,39,31,1.31
04-09-2012,1382,159.369995,39,31,1.31
04-10-2012,1359,161.100006,39,31,1.31
04-11-2012,1369,161.070007,39,31,1.31
04-12-2012,1388,162.699997,39,31,1.32
4/16/2012,1370,160.460007,39,31,1.31
4/17/2012,1391,160.25,40,31,1.31
4/18/2012,1385,159.309998,39,31,1.31
4/19/2012,1377,159.429993,39,31,1.31
4/23/2012,1367,159.070007,39,30,1.32
4/24/2012,1372,159.300003,39,30,1.32
4/25/2012,1391,159.619995,39,30,1.32
4/26/2012,1400,161.029999,40,30,1.32
4/30/2012,1398,161.880005,40,30,1.32
05-01-2012,1406,161.320007,40,30,1.32
05-02-2012,1402,160.589996,40,30,1.31
05-03-2012,1392,158.970001,39,29,1.32
05-07-2012,1370,159.080002,37,29,1.31
05-08-2012,1364,156,37,29,1.30
05-09-2012,1355,154.470001,37,28,1.29
05-10-2012,1358,154.770004,37,28,1.29
5/14/2012,1338,151.330002,36,27,1.28
5/15/2012,1331,149.740005,35,27,1.27
5/16/2012,1325,149.460007,35,26,1.27
5/17/2012,1305,152.800003,35,27,1.27
5/21/2012,1316,154.649994,35,28,1.28
5/22/2012,1317,152.080002,34,27,1.27
5/23/2012,1319,151.619995,34,27,1.26
5/24/2012,1321,151.410004,34,27,1.25
5/29/2012,1332,151.020004,34,27,1.25
5/30/2012,1313,151.910004,33,27,1.24
5/31/2012,1310,151.619995,33,27,1.24
06-04-2012,1278,157.320007,32,27,1.25
06-05-2012,1286,157.139999,32,28,1.25
06-06-2012,1315,157.210007,32,29,1.26
06-07-2012,1315,154.5,32,28,1.26
06-11-2012,1309,155.360001,31,28,1.25
06-12-2012,1324,156.460007,31,28,1.25
6/13/2012,1315,157.119995,31,28,1.26
6/14/2012,1329,157.75,32,28,1.26
6/18/2012,1345,157.929993,31,28,1.26
6/19/2012,1358,157.160004,32,28,1.27
6/20/2012,1356,155.970001,30,27,1.27
6/21/2012,1326,152.020004,29,26,1.26
6/25/2012,1314,153.759995,30,27,1.25
6/26/2012,1320,152.619995,30,26,1.25
6/27/2012,1332,152.830002,30,26,1.25
6/28/2012,1329,151.050003,30,26,1.24
07-02-2012,1366,155.089996,31,27,1.26
07-03-2012,1374,157.460007,33,27,1.26
07-05-2012,1368,155.679993,33,27,1.24
07-09-2012,1352,154.039993,32,27,1.23
07-10-2012,1341,152.149994,32,26,1.23
07-11-2012,1341,152.990005,32,26,1.22
07-12-2012,1335,152.589996,32,26,1.22
7/16/2012,1354,154.210007,33,26,1.23
7/17/2012,1364,153.470001,33,26,1.23
7/18/2012,1373,153.050003,34,26,1.23
7/19/2012,1377,153.380005,35,26,1.23
7/23/2012,1351,153.029999,33,26,1.21
7/24/2012,1338,153.520004,33,26,1.21
7/25/2012,1338,155.669998,33,27,1.21
7/26/2012,1360,156.770004,33,27,1.23
7/30/2012,1385,157.429993,33,27,1.23
7/31/2012,1379,156.490005,33,27,1.23
08-01-2012,1375,155.139999,33,27,1.22
08-02-2012,1365,154.130005,33,26,1.22
08-06-2012,1394,156.300003,34,27,1.24
08-07-2012,1401,156.279999,35,27,1.24
08-08-2012,1402,156.479996,35,27,1.24
08-09-2012,1403,156.990005,35,27,1.23
8/13/2012,1404,155.990005,35,27,1.23
8/14/2012,1404,155.130005,35,27,1.23
8/15/2012,1406,155.630005,35,27,1.23
8/16/2012,1416,156.559998,36,27,1.24
8/20/2012,1418,157.259995,36,28,1.24
8/21/2012,1413,158.830002,36,28,1.25
8/22/2012,1413,160.539993,36,29,1.25
8/23/2012,1402,161.889999,36,30,1.26
8/27/2012,1410,161.360001,36,30,1.25
8/28/2012,1409,161.639999,36,30,1.26
8/29/2012,1410,160.589996,35,30,1.25
8/30/2012,1399,160.520004,35,29,1.25
09-04-2012,1405,164.479996,36,31,1.25
09-05-2012,1403,164.309998,36,31,1.26
09-06-2012,1432,164.889999,35,32,1.26
09-10-2012,1429,167.289993,36,32,1.28
09-11-2012,1434,167.899994,36,32,1.29
09-12-2012,1437,167.919998,36,32,1.29
9/13/2012,1460,171.309998,37,34,1.30
9/17/2012,1461,170.399994,36,33,1.31
9/18/2012,1459,171.720001,36,34,1.30
9/19/2012,1461,171.740005,34,34,1.31
9/20/2012,1460,171.470001,35,34,1.30
9/24/2012,1457,171.050003,34,33,1.29
9/25/2012,1442,170.770004,34,33,1.29
9/26/2012,1433,169.809998,33,33,1.29
9/27/2012,1447,172.339996,34,34,1.29
10-01-2012,1444,172.289993,34,34,1.29
10-02-2012,1446,172.100006,34,34,1.29
10-03-2012,1451,172.410004,33,34,1.29
10-04-2012,1461,173.610001,34,34,1.30
10-08-2012,1456,172.050003,33,33,1.30
10-09-2012,1441,170.990005,34,33,1.29
10-10-2012,1433,170.839996,34,33,1.29
10-11-2012,1433,171.320007,34,33,1.29
10/15/2012,1440,168.350006,34,32,1.30
10/16/2012,1455,169.419998,34,32,1.31
10/17/2012,1461,169.539993,34,32,1.31
10/18/2012,1457,168.789993,34,32,1.31
10/22/2012,1434,167.580002,33,31,1.31
10/23/2012,1413,165.429993,32,31,1.30
10/24/2012,1409,164.860001,32,31,1.30
10/25/2012,1413,166.020004,32,31,1.29
10/31/2012,1412,166.830002,32,31,1.30
11-01-2012,1428,166.070007,32,31,1.30
11-02-2012,1414,162.600006,31,30,1.29
11-05-2012,1417,163.229996,32,30,1.28
11-06-2012,1428,166.300003,33,31,1.28
11-07-2012,1395,166.490005,31,31,1.28
11-08-2012,1378,167.990005,31,31,1.28
11-09-2012,1380,167.820007,32,32,1.27
11-12-2012,1380,167.449997,32,31,1.27
11/13/2012,1375,167.100006,31,31,1.27
11/14/2012,1355,167.139999,32,32,1.27
11/15/2012,1353,166.089996,31,32,1.27
11/16/2012,1360,165.880005,32,31,1.28
11/19/2012,1387,167.869995,33,32,1.28
11/20/2012,1388,167.389999,32,32,1.28
11/21/2012,1391,167.559998,32,32,1.28
11/23/2012,1409,169.610001,32,33,1.29
11/26/2012,1406,169.429993,32,33,1.30
11/27/2012,1399,168.710007,32,33,1.30
11/28/2012,1410,166.550003,32,33,1.29
11/29/2012,1416,167.179993,32,33,1.30
11/30/2012,1416,166.050003,33,32,1.30
12-03-2012,1409,166.130005,33,33,1.30
12-05-2012,1409,164.119995,32,32,1.31
12-06-2012,1414,164.5,32,32,1.31
12-07-2012,1418,165.160004,32,32,1.30
12-10-2012,1419,165.800003,31,32,1.29
12-11-2012,1428,165.649994,31,32,1.29
12-12-2012,1428,165.770004,32,32,1.30
12/13/2012,1419,164.369995,32,32,1.31
12/14/2012,1414,164.130005,32,31,1.31
12/17/2012,1430,164.440002,32,31,1.32
12/18/2012,1447,162.080002,32,31,1.32
12/19/2012,1436,161.690002,33,30,1.32
12/20/2012,1444,159.729996,33,29,1.32
12/21/2012,1430,160.330002,32,29,1.32
12/24/2012,1427,160.619995,32,29,1.32
12/26/2012,1420,160.779999,33,29,1.32
12/27/2012,1418,161.160004,33,29,1.32
12/28/2012,1402,160.539993,33,29,1.33
12/31/2012,1426,162.020004,33,29,1.32
01-02-2013,1462,163.169998,34,30,1.32
01-03-2013,1459,161.199997,34,29,1.32
01-04-2013,1466,160.440002,34,29,1.30
01-07-2013,1462,159.429993,34,29,1.31
01-08-2013,1457,160.559998,34,29,1.31
01-09-2013,1461,160.490005,34,29,1.31
01-10-2013,1472,161.979996,34,30,1.31
01-11-2013,1472,161.059998,34,29,1.33
1/14/2013,1471,161.539993,34,30,1.34
1/15/2013,1472,162.559998,34,30,1.34
1/16/2013,1473,162.649994,34,30,1.33
1/17/2013,1481,163.350006,35,31,1.33
1/18/2013,1486,163.089996,35,31,1.34
1/22/2013,1493,163.669998,35,31,1.33
1/23/2013,1495,163.210007,35,31,1.33
1/24/2013,1495,161.419998,35,31,1.33
1/25/2013,1503,160.649994,35,30,1.34
1/28/2013,1500,160.289993,35,30,1.35
1/29/2013,1508,160.990005,35,30,1.34
1/30/2013,1502,162.190002,35,31,1.35
1/31/2013,1498,161.199997,35,30,1.36
02-01-2013,1513,161.449997,35,31,1.36
02-04-2013,1496,162,35,31,1.36
02-05-2013,1511,161.960007,35,31,1.35
02-06-2013,1512,162.389999,35,31,1.36
02-07-2013,1509,161.839996,35,30,1.35
02-08-2013,1518,161.570007,35,30,1.34
02-11-2013,1517,159.699997,35,30,1.34
02-12-2013,1519,159.889999,35,30,1.34
2/13/2013,1520,159.050003,35,30,1.35
2/14/2013,1521,158.350006,35,29,1.34
2/15/2013,1520,155.759995,35,29,1.34
2/19/2013,1531,155.330002,35,28,1.33
2/20/2013,1512,151.440002,34,28,1.34
2/21/2013,1502,152.619995,33,28,1.33
2/22/2013,1516,152.970001,34,28,1.32
2/25/2013,1488,154.339996,33,28,1.32
2/26/2013,1497,156.220001,33,28,1.31
2/27/2013,1516,154.570007,33,28,1.31
2/28/2013,1515,153,33,28,1.32
03-01-2013,1518,152.440002,33,28,1.31
03-04-2013,1525,152.300003,32,28,1.30
03-05-2013,1540,152.380005,33,28,1.30
03-06-2013,1541,153.229996,33,28,1.30
03-07-2013,1544,152.690002,33,28,1.30
03-08-2013,1551,152.710007,33,28,1.31
03-11-2013,1556,152.990005,33,28,1.30
03-12-2013,1552,154.190002,33,28,1.30
3/13/2013,1555,153.660004,33,28,1.30
3/14/2013,1563,153.679993,33,28,1.30
3/15/2013,1561,154,34,28,1.30
3/18/2013,1552,155.380005,34,28,1.29
3/19/2013,1548,156.080002,33,28,1.29
